"","KEGG_Module_ACC","p_value","SD_unique_KOs","avg_unique_KOs","avg_unique_KOs_ferroplasma","avg_unique_KOs_other","is_ferroplasma","ratio","NAME","CLASS","PATHWAY-ID","PATHWAY","NR-ORTHOLOGY","class"
"221","M00726",NA,0,1,0,1,"NA",0,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF","Signature modules; Gene set; Drug resistance","map01503","Cationic antimicrobial peptide (CAMP) resistance","3"," Gene set"
"222","M00736",NA,0,1,0,1,"NA",0,"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams","map00261,map01100,map01110","Monobactam biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","5"," Biosynthesis of other secondary metabolites"
"223","M00740",0.456836125591962,1.03998987849326,3.35,4,3.27777777777778,"TRUE",1.22033898305085,"Methylaspartate cycle","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00020,map00250,map00630,map01200,map01100,map01120","Citrate cycle (TCA cycle),Alanine, aspartate and glutamate metabolism,Glyoxylate and dicarboxylate metabolism,Carbon metabolism,Metabolic pathways,Microbial metabolism in diverse environments","12"," Carbohydrate metabolism"
"224","M00741",0.451417211225725,1.69312334656004,3.25,2,3.42857142857143,"FALSE",0.583333333333333,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00280,map00630,map00640,map01200,map01100","Valine, leucine and isoleucine degradation,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Carbon metabolism,Metabolic pathways","3"," Carbohydrate metabolism"
"225","M00744",0.317310507862914,0.707106781186548,1.5,0,1.5,"NA",0,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE","Signature modules; Gene set; Drug resistance","","","3"," Gene set"
"226","M00745",0.391625176271089,0.5,1.75,0,1.75,"NA",0,"Imipenem resistance, repression of porin OprD","Signature modules; Gene set; Drug resistance","","","6"," Gene set"
"227","M00746",NA,NA,4,0,4,"NA",0,"Multidrug resistance, repression of porin OmpF","Signature modules; Gene set; Drug resistance","","","3"," Gene set"
"228","M00761",0.317310507862914,1.4142135623731,2,0,2,"NA",0,"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00520,map01100","Amino sugar and nucleotide sugar metabolism,Metabolic pathways","4"," Carbohydrate metabolism"
"229","M00763",0.391625176271089,1.5,3.25,4,2.5,"TRUE",1.6,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine","Pathway modules; Amino acid metabolism; Arginine and proline metabolism","map00220,map01210,map01230,map01100","Arginine biosynthesis,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids,Metabolic pathways","6"," Amino acid metabolism"
"230","M00769",NA,0,1,0,1,"NA",0,"Multidrug resistance, efflux pump MexPQ-OpmE","Signature modules; Gene set; Drug resistance","","","5"," Gene set"
"231","M00778",NA,0,1,0,1,"NA",0,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide","Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis","map01056,map00253,map01100,map01110","Biosynthesis of type II polyketide backbone,Tetracycline biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","11"," Biosynthesis of terpenoids and polyketides"
"232","M00780",NA,NA,1,0,1,"NA",0,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline","Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis","map00253,map01057,map01100,map01110","Tetracycline biosynthesis,Biosynthesis of type II polyketide products,Metabolic pathways,Biosynthesis of secondary metabolites","7"," Biosynthesis of terpenoids and polyketides"
"233","M00789",NA,NA,1,0,1,"NA",0,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00404,map01100,map01110","Staurosporine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","7"," Biosynthesis of other secondary metabolites"
"234","M00790",NA,NA,1,0,1,"NA",0,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00404,map01100,map01110","Staurosporine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","4"," Biosynthesis of other secondary metabolites"
"235","M00793",0.452960809486994,0.618346942400842,3.58823529411765,4,3.53333333333333,"TRUE",1.13207547169811,"dTDP-L-rhamnose biosynthesis, glucose-1P => dTDP-L-Rha","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00521,map00523,map00541,map01250,map01100,map01110","Streptomycin biosynthesis,Polyketide sugar unit biosynthesis,Biosynthesis of various nucleotide sugars,Biosynthesis of nucleotide sugars,Metabolic pathways,Biosynthesis of secondary metabolites","5"," Carbohydrate metabolism"
"236","M00798",NA,NA,1,0,1,"NA",0,"dTDP-L-mycarose biosynthesis","Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis","map00523,map01250,map01100,map01110","Polyketide sugar unit biosynthesis,Biosynthesis of nucleotide sugars,Metabolic pathways,Biosynthesis of secondary metabolites","6"," Biosynthesis of terpenoids and polyketides"
"237","M00799",NA,NA,1,0,1,"NA",0,"dTDP-L-oleandrose biosynthesis","Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis","map00523,map01250,map01100,map01110","Polyketide sugar unit biosynthesis,Biosynthesis of nucleotide sugars,Metabolic pathways,Biosynthesis of secondary metabolites","5"," Biosynthesis of terpenoids and polyketides"
"238","M00804",0.415880186995508,0.408248290463863,1.83333333333333,2,1.8,"TRUE",1.11111111111111,"Complete nitrification, comammox, ammonia => nitrite => nitrate","Pathway modules; Energy metabolism; Nitrogen metabolism","map00910,map01310,map01100,map01120","Nitrogen metabolism,Nitrogen cycle,Metabolic pathways,Microbial metabolism in diverse environments","3"," Energy metabolism"
"239","M00814",NA,NA,1,0,1,"NA",0,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00525,map01100,map01110","Acarbose and validamycin biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","8"," Biosynthesis of other secondary metabolites"
"240","M00815",NA,NA,1,0,1,"NA",0,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics","map00525,map01100,map01110","Acarbose and validamycin biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","9"," Biosynthesis of other secondary metabolites"
"241","M00823",NA,NA,1,0,1,"NA",0,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline","Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis","map00253,map01057,map01100,map01110","Tetracycline biosynthesis,Biosynthesis of type II polyketide products,Metabolic pathways,Biosynthesis of secondary metabolites","9"," Biosynthesis of terpenoids and polyketides"
"242","M00824",NA,NA,1,0,1,"NA",0,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core","Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis","map01059,map01100,map01110","Biosynthesis of enediyne antibiotics,Metabolic pathways,Biosynthesis of secondary metabolites","9"," Biosynthesis of terpenoids and polyketides"
"243","M00827",NA,0,1,0,1,"NA",0,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP","Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis","map01059,map01100,map01110","Biosynthesis of enediyne antibiotics,Metabolic pathways,Biosynthesis of secondary metabolites","6"," Biosynthesis of terpenoids and polyketides"
"244","M00832",NA,0,1,0,1,"NA",0,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP","Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis","map01059,map01100,map01110","Biosynthesis of enediyne antibiotics,Metabolic pathways,Biosynthesis of secondary metabolites","5"," Biosynthesis of terpenoids and polyketides"
"245","M00835",NA,0,1,0,1,"NA",0,"Pyocyanine biosynthesis, chorismate => pyocyanine","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00405,map01100,map01110","Phenazine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","7"," Biosynthesis of other secondary metabolites"
"246","M00840",0.451417211225725,0.51234753829798,1.5625,0,1.5625,"NA",0,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00790,map01240,map01100","Folate biosynthesis,Biosynthesis of cofactors,Metabolic pathways","6"," Metabolism of cofactors and vitamins"
"247","M00841",0.456836125591963,0.444261658319319,1.75,2,1.72222222222222,"TRUE",1.16129032258065,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00790,map01240,map01100","Folate biosynthesis,Biosynthesis of cofactors,Metabolic pathways","5"," Metabolism of cofactors and vitamins"
"248","M00842",0.454366113790637,0.485071250072666,1.33333333333333,2,1.25,"TRUE",1.6,"Tetrahydrobiopterin biosynthesis, GTP => BH4","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00790,map01240,map01100","Folate biosynthesis,Biosynthesis of cofactors,Metabolic pathways","3"," Metabolism of cofactors and vitamins"
"249","M00843",0.454366113790637,0.485071250072666,1.33333333333333,2,1.25,"TRUE",1.6,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00790,map01240,map01100","Folate biosynthesis,Biosynthesis of cofactors,Metabolic pathways","3"," Metabolism of cofactors and vitamins"
"250","M00844",0.455652604322418,0.458831467741124,2.89473684210526,3,2.88235294117647,"TRUE",1.04081632653061,"Arginine biosynthesis, ornithine => arginine","Pathway modules; Amino acid metabolism; Arginine and proline metabolism","map00220,map01230,map01100","Arginine biosynthesis,Biosynthesis of amino acids,Metabolic pathways","3"," Amino acid metabolism"
"251","M00845",0.455652604322419,1.20428086327933,3.68421052631579,2,3.88235294117647,"FALSE",0.515151515151515,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine","Pathway modules; Amino acid metabolism; Arginine and proline metabolism","map00220,map01230,map01100","Arginine biosynthesis,Biosynthesis of amino acids,Metabolic pathways","7"," Amino acid metabolism"
"252","M00846",0.456836125591962,1.23544153624268,5.5,6.5,5.38888888888889,"TRUE",1.20618556701031,"Siroheme biosynthesis, glutamyl-tRNA => siroheme","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100,map01110","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways,Biosynthesis of secondary metabolites","8"," Metabolism of cofactors and vitamins"
"253","M00847",NA,0,1,1,1,"FALSE",1,"Heme biosynthesis, archaea, siroheme => heme","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100,map01110","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways,Biosynthesis of secondary metabolites","4"," Metabolism of cofactors and vitamins"
"254","M00848",0.451417211225726,0.341565025531987,1.125,0,1.125,"NA",0,"Aurachin biosynthesis, anthranilate => aurachin A","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics","map00998,map01100,map01110","Biosynthesis of various antibiotics,Metabolic pathways,Biosynthesis of secondary metabolites","11"," Biosynthesis of other secondary metabolites"
"255","M00849",0.452960809486995,2.34207047666099,3.11764705882353,7,2.6,"TRUE",2.69230769230769,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea","Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis","map00900,map01100,map01110","Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","13"," Biosynthesis of terpenoids and polyketides"
"256","M00850",NA,NA,1,0,1,"NA",0,"Vibrio cholerae pathogenicity signature, cholera toxins","Signature modules; Gene set; Pathogenicity","map05110","Vibrio cholerae infection","7"," Gene set"
"257","M00854",0.454366113790637,1.4950900031928,3,1,3.11764705882353,"FALSE",0.320754716981132,"Glycogen biosynthesis, glucose-1P => glycogen/starch","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00500,map01100","Starch and sucrose metabolism,Metabolic pathways","7"," Carbohydrate metabolism"
"258","M00855",0.443263278426466,1.15470053837925,2.66666666666667,0,2.66666666666667,"NA",0,"Glycogen degradation, glycogen => glucose-6P","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00500,map01100","Starch and sucrose metabolism,Metabolic pathways","6"," Carbohydrate metabolism"
"259","M00861",NA,0,1,0,1,"NA",0,"beta-Oxidation, peroxisome, VLCFA","Pathway modules; Lipid metabolism; Fatty acid metabolism","map01040,map01212,map01100","Biosynthesis of unsaturated fatty acids,Fatty acid metabolism,Metabolic pathways","4"," Lipid metabolism"
"260","M00862",NA,0,1,0,1,"NA",0,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","Pathway modules; Lipid metabolism; Sterol biosynthesis","map00120,map01100","Primary bile acid biosynthesis,Metabolic pathways","3"," Lipid metabolism"
"261","M00866",0.406005849709838,1.14017542509914,8.6,0,8.6,"NA",0,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type","Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism","map00540,map01100","Lipopolysaccharide biosynthesis,Metabolic pathways","11"," Glycan metabolism"
"262","M00867",NA,0,1,0,1,"NA",0,"KDO2-lipid A modification pathway","Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism","map00540,map01100","Lipopolysaccharide biosynthesis,Metabolic pathways","6"," Glycan metabolism"
"263","M00868",0.456836125591962,1.356271980176,5.45,4.5,5.55555555555556,"FALSE",0.81,"Heme biosynthesis, animals and fungi, glycine => heme","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100,map01110","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways,Biosynthesis of secondary metabolites","8"," Metabolism of cofactors and vitamins"
"264","M00872",NA,0,1,0,1,"NA",0,"O-glycan biosynthesis, mannose type (core M3)","Pathway modules; Glycan metabolism; Glycan biosynthesis","map00515,map01100","Mannose type O-glycan biosynthesis,Metabolic pathways","10"," Glycan metabolism"
"265","M00873",0.445679641364611,0.518874521662771,1.53846153846154,0,1.53846153846154,"NA",0,"Fatty acid biosynthesis in mitochondria, animals","Pathway modules; Lipid metabolism; Fatty acid metabolism","map00061,map01212,map01100","Fatty acid biosynthesis,Fatty acid metabolism,Metabolic pathways","7"," Lipid metabolism"
"266","M00874",0.454366113790637,1.42457423980145,2.83333333333333,1,3.0625,"FALSE",0.326530612244898,"Fatty acid biosynthesis in mitochondria, fungi","Pathway modules; Lipid metabolism; Fatty acid metabolism","map00061,map01212,map01100","Fatty acid biosynthesis,Fatty acid metabolism,Metabolic pathways","7"," Lipid metabolism"
"267","M00875",0.317310507862914,1.4142135623731,2,0,2,"NA",0,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00997,map01100,map01110","Biosynthesis of various other secondary metabolites,Metabolic pathways,Biosynthesis of secondary metabolites","7"," Biosynthesis of other secondary metabolites"
"268","M00876",NA,0,1,0,1,"NA",0,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00997,map01100,map01110","Biosynthesis of various other secondary metabolites,Metabolic pathways,Biosynthesis of secondary metabolites","3"," Biosynthesis of other secondary metabolites"
"269","M00878",0.451417211225725,3.91578004149024,5.5,1.5,6.07142857142857,"FALSE",0.247058823529412,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","Pathway modules; Xenobiotics biodegradation; Aromatics degradation","map00360,map01100,map01120","Phenylalanine metabolism,Metabolic pathways,Microbial metabolism in diverse environments","7"," Xenobiotics biodegradation"
"270","M00879",0.317310507862914,2.12132034355964,3.5,0,3.5,"NA",0,"Arginine succinyltransferase pathway, arginine => glutamate","Pathway modules; Amino acid metabolism; Arginine and proline metabolism","map00330,map01100","Arginine and proline metabolism,Metabolic pathways","5"," Amino acid metabolism"
"271","M00880",0.454366113790637,1.23669388480168,4,4.5,3.9375,"TRUE",1.14285714285714,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00790,map01240,map01100","Folate biosynthesis,Biosynthesis of cofactors,Metabolic pathways","8"," Metabolism of cofactors and vitamins"
"272","M00881",0.455652604322419,0.418853908291695,1.78947368421053,2,1.76470588235294,"TRUE",1.13333333333333,"Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00785,map01240,map01100","Lipoic acid metabolism,Biosynthesis of cofactors,Metabolic pathways","2"," Metabolism of cofactors and vitamins"
"273","M00882",NA,0,1,1,1,"FALSE",1,"Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00785,map01240,map01100","Lipoic acid metabolism,Biosynthesis of cofactors,Metabolic pathways","2"," Metabolism of cofactors and vitamins"
"274","M00883",0.451417211225726,0.341565025531987,1.125,1,1.14285714285714,"FALSE",0.875,"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00785,map01240,map01100","Lipoic acid metabolism,Biosynthesis of cofactors,Metabolic pathways","3"," Metabolism of cofactors and vitamins"
"275","M00884",NA,0,1,1,1,"FALSE",1,"Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00785,map01240,map01100","Lipoic acid metabolism,Biosynthesis of cofactors,Metabolic pathways","2"," Metabolism of cofactors and vitamins"
"276","M00892",0.457929714471853,0.717137165600636,2.28571428571429,2,2.31578947368421,"FALSE",0.863636363636364,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00520,map01250,map01100","Amino sugar and nucleotide sugar metabolism,Biosynthesis of nucleotide sugars,Metabolic pathways","7"," Carbohydrate metabolism"
"277","M00895",0.456836125591962,2.02289526747133,5.25,3.5,5.44444444444444,"FALSE",0.642857142857143,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00730,map01240,map01100","Thiamine metabolism,Biosynthesis of cofactors,Metabolic pathways","10"," Metabolism of cofactors and vitamins"
"278","M00896",0.456836125591962,1.0711528467276,2.9,2.5,2.94444444444444,"FALSE",0.849056603773585,"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00730,map01240,map01100","Thiamine metabolism,Biosynthesis of cofactors,Metabolic pathways","6"," Metabolism of cofactors and vitamins"
"279","M00897",NA,0,1,0,1,"NA",0,"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00730,map01240,map01100","Thiamine metabolism,Biosynthesis of cofactors,Metabolic pathways","5"," Metabolism of cofactors and vitamins"
"280","M00898",NA,NA,1,0,1,"NA",0,"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00730,map01240,map01100","Thiamine metabolism,Biosynthesis of cofactors,Metabolic pathways","5"," Metabolism of cofactors and vitamins"
"281","M00899",0.452960809486994,0.63593377383646,1.82352941176471,1.5,1.86666666666667,"FALSE",0.803571428571429,"Thiamine salvage pathway, HMP/HET => TMP","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00730,map01100","Thiamine metabolism,Metabolic pathways","4"," Metabolism of cofactors and vitamins"
"282","M00909",0.457929714471852,1.31475147026783,4.14285714285714,3,4.26315789473684,"FALSE",0.703703703703704,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism","map00520,map01250,map01100","Amino sugar and nucleotide sugar metabolism,Biosynthesis of nucleotide sugars,Metabolic pathways","5"," Carbohydrate metabolism"
"283","M00911",0.455652604322418,0.65337629647495,2.73684210526316,2,2.82352941176471,"FALSE",0.708333333333333,"Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00740,map01240,map01100","Riboflavin metabolism,Biosynthesis of cofactors,Metabolic pathways","8"," Metabolism of cofactors and vitamins"
"284","M00912",0.456836125591962,1.1697953037312,3,1.5,3.16666666666667,"FALSE",0.473684210526316,"NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00380,map00760,map01240,map01100","Tryptophan metabolism,Nicotinate and nicotinamide metabolism,Biosynthesis of cofactors,Metabolic pathways","10"," Metabolism of cofactors and vitamins"
"285","M00913",0.449711055848699,1.0555973258235,2.4,0,2.4,"NA",0,"Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00770,map01240,map01100","Pantothenate and CoA biosynthesis,Biosynthesis of cofactors,Metabolic pathways","5"," Metabolism of cofactors and vitamins"
"286","M00914",0.456836125591962,0.812727700887249,2.35,3,2.27777777777778,"TRUE",1.31707317073171,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00770,map01240,map01100","Pantothenate and CoA biosynthesis,Biosynthesis of cofactors,Metabolic pathways","7"," Metabolism of cofactors and vitamins"
"287","M00916",0.449711055848699,0.258198889747161,1.93333333333333,2,1.92307692307692,"TRUE",1.04,"Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00750,map01240,map01100","Vitamin B6 metabolism,Biosynthesis of cofactors,Metabolic pathways","2"," Metabolism of cofactors and vitamins"
"288","M00917",0.367879441171442,0.577350269189626,1.66666666666667,0,1.66666666666667,"NA",0,"Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol","Pathway modules; Lipid metabolism; Sterol biosynthesis","map00100,map01100,map01110","Steroid biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites","13"," Lipid metabolism"
"289","M00918",NA,0,1,0,1,"NA",0,"Aerobactin biosynthesis, lysine => aerobactin","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00997,map01100,map01110","Biosynthesis of various other secondary metabolites,Metabolic pathways,Biosynthesis of secondary metabolites","4"," Biosynthesis of other secondary metabolites"
"290","M00919",NA,NA,4,0,4,"NA",0,"Ectoine degradation, ectoine => aspartate","Pathway modules; Amino acid metabolism; Serine and threonine metabolism","map00260,map01100,map01120","Glycine, serine and threonine metabolism,Metabolic pathways,Microbial metabolism in diverse environments","4"," Amino acid metabolism"
"291","M00921",NA,0,1,1,1,"FALSE",1,"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin","Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds","map00900,map00997,map01100,map01110","Terpenoid backbone biosynthesis,Biosynthesis of various other secondary metabolites,Metabolic pathways,Biosynthesis of secondary metabolites","4"," Biosynthesis of other secondary metabolites"
"292","M00924",0.452960809486995,4.16038742539824,4.94117647058824,10,4.26666666666667,"TRUE",2.34375,"Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways","15"," Metabolism of cofactors and vitamins"
"293","M00925",0.452960809486995,4.80808143221634,5.35294117647059,8.5,4.93333333333333,"TRUE",1.72297297297297,"Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways","12"," Metabolism of cofactors and vitamins"
"294","M00926",0.456836125591962,1.7614288458372,7.55,6.5,7.66666666666667,"FALSE",0.847826086956522,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00860,map01240,map01100","Porphyrin metabolism,Biosynthesis of cofactors,Metabolic pathways","9"," Metabolism of cofactors and vitamins"
"295","M00930",0.39162517627109,0.816496580927726,2,2.5,1.5,"TRUE",1.66666666666667,"Menaquinone biosynthesis, futalosine pathway","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00130,map01240,map01100","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of cofactors,Metabolic pathways","6"," Metabolism of cofactors and vitamins"
"296","M00931",0.39162517627109,0.816496580927726,2,2.5,1.5,"TRUE",1.66666666666667,"Menaquinone biosynthesis, modified futalosine pathway","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00130,map01240,map01100","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of cofactors,Metabolic pathways","5"," Metabolism of cofactors and vitamins"
"297","M00932",0.449711055848699,2.07708587070581,4.2,1,4.42857142857143,"FALSE",0.225806451612903,"Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism","map00130,map01240,map01100,map01110","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of cofactors,Metabolic pathways,Biosynthesis of secondary metabolites","12"," Metabolism of cofactors and vitamins"
"298","M00935",NA,0,1,0,1,"NA",0,"Methanofuran biosynthesis","Pathway modules; Energy metabolism; Methane metabolism","map00680,map01240,map01100","Methane metabolism,Biosynthesis of cofactors,Metabolic pathways","6"," Energy metabolism"
"299","M00936",NA,NA,1,0,1,"NA",0,"Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin","Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism","map00380,map01100,map01110","Tryptophan metabolism,Metabolic pathways,Biosynthesis of secondary metabolites","4"," Amino acid metabolism"
