bins	Sample_ERR10036468	Sample_ERR10036469	Sample_ERR10036470
SC_Bin_00021	1.913935628143124	5.933504212460215	0.0
SC_Bin_00022	44.85198965269817	44.535851706550844	0.004587449093675714
SC_Bin_00023	9.531639912619223	0.000983859926825866	0.0
SC_Bin_00024	3.4686405293831313	3.741862531950503	0.0
SC_Bin_00025	3.586171549824472	5.414114067813442	0.0
SC_Bin_00026	11.520700032131884	24.46431158044313	0.0
SC_Bin_00027	9.766371807328927	0.0006815961049331935	0.0
SC_Bin_00028	10.234082010165025	0.00792406495935122	9.88276190284089e-05
SC_Bin_00029	15.487872309922835	71.06256511912284	0.020682423399735278
SC_Bin_00030	93.26457446135736	96.1447085754798	5.14097505770315
SC_Bin_00031	10.27891200577114	23.630278206671097	0.0
SC_Bin_00032	3.3501976937201867	3.0909086911646315	0.0
SC_Bin_00033	1.2345586857970208	3.5591046263214174	0.0
SC_MAG_00001	44.69597926764481	0.0	0.0
SC_MAG_00002	85.27193463716638	198.10660043479984	0.00932598488240727
SC_MAG_00003	15.73933751477271	0.0	0.0
SC_MAG_00004	65.00477021043291	2245.46636447813	0.12400987031966344
SC_MAG_00005	221.34359487937783	0.44818496122074075	0.0016352806978392669
SC_MAG_00006	631.991869987382	744.6444884387294	0.059711733870192796
SC_MAG_00007	2.953812660966729	60.77155234588645	0.0
SC_MAG_00008	7123.025475086505	9408.089035044286	0.0006676088937530121
SC_MAG_00009	0.018779630452359936	6.857973500492029	0.0
SC_MAG_00010	12.761906335016494	71.50487090789393	0.0
SC_MAG_00011	106.76886183127256	249.71601691626296	0.040952045958422
SC_MAG_00012	0.6598610031212203	9.117277246068138	0.0
SC_MAG_00013	6.111461923848158	243.81933902135304	0.0
SC_MAG_00014	1.8615328563730895	23.2778108688455	5.8263163679192475e-05
SC_MAG_00015	21.61877415020461	0.0	0.0
SC_MAG_00016	1299.1060520867375	1848.1911453040789	235.83970788004783
SC_MAG_00017	15.289474923382135	0.0	0.0
SC_MAG_00018	250.54146298030898	350.6837822719676	0.5116999058291845
SC_MAG_00019	374.6530467950967	292.04918274370635	5.833734842577474
SC_MAG_00020	3.032658374131284	8.277404144791493	0.0
