bins	Sample_ERR10036468	Sample_ERR10036469	Sample_ERR10036470
SC_Bin_00021	2.81903109764731	3.0452401232230706	0.0
SC_Bin_00022	23.257206009900656	17.527451435618318	0.35087399318279316
SC_Bin_00023	5.537405920450267	0.07121534904742734	0.004200989944052176
SC_Bin_00024	3.2910943061284104	2.3469850205147806	0.0003677719941398244
SC_Bin_00025	3.5837742592469555	2.925935555720063	0.0
SC_Bin_00026	6.564069930315648	6.824196497731931	0.0
SC_Bin_00027	5.88612458369672	0.05271469774574133	0.0
SC_Bin_00028	5.833004600858948	0.15456793873378102	0.03219067734054107
SC_Bin_00029	12.16815768449487	37.72938579170956	0.12186956704922751
SC_Bin_00030	206.81229823380616	295.9458764722131	43.776298983876835
SC_Bin_00031	6.378429007016108	7.4800545749935194	0.0
SC_Bin_00032	3.349320111739961	2.0943030357706824	0.0
SC_Bin_00033	2.1792382183415193	2.0763314847339616	0.0
SC_MAG_00001	14.284429695387823	0.17786748307693295	0.0017881415542715532
SC_MAG_00002	26.229674123094874	125.30539706051044	0.04745353582021793
SC_MAG_00003	32.84089148591262	0.30688436423596255	0.008650869865893297
SC_MAG_00004	32.67981205343685	741.720661219542	0.045269568384293184
SC_MAG_00005	56.34497456273388	1.1049739892231876	0.21037984087946665
SC_MAG_00006	184.67224056745528	288.6744261370406	0.08111374195726244
SC_MAG_00007	3.715614889023022	15.660630332114328	0.0
SC_MAG_00008	1404.5386517266834	1802.6564249220257	0.37152221603963764
SC_MAG_00009	0.8834921134664496	3.2202351703318386	0.0
SC_MAG_00010	6.839459418992489	13.261457380167199	0.022075761037955235
SC_MAG_00011	33.37590555877845	63.40281479151297	0.08283509596449587
SC_MAG_00012	2.108483255052598	4.668425436751863	0.0
SC_MAG_00013	8.115985450161286	225.68883986190278	0.002188051358178439
SC_MAG_00014	2.9553124072670096	10.22616545959478	0.12908352031019904
SC_MAG_00015	10.473750690255555	0.2397813459932611	0.01475711174808958
SC_MAG_00016	326.8139961129253	451.31036633418506	61.90633895690039
SC_MAG_00017	7.971743234126524	0.16981677476079896	0.0019419056830588157
SC_MAG_00018	67.94538936747766	92.13805041487164	0.8720336787268378
SC_MAG_00019	105.96935364260797	107.9715685942792	7.424828225259241
SC_MAG_00020	3.4915358114988693	3.9691237497504135	0.0
