file	percent	reads	taxon_id	taxon_name
ERR10036470.out	88.371002	3981864	1763	Mycobacterium
ERR10036470.out	0.840263	37861	1866885	Mycolicibacterium
ERR10036470.out	0.194148	8748	670516	Mycobacteroides
ERR10036470.out	0.193904	8737	1883	Streptomyces
ERR10036470.out	0.191662	8636	1073531	Mycolicibacter
ERR10036470.out	0.187845	8464	1827	Rhodococcus
ERR10036470.out	0.131074	5906	469	Acinetobacter
ERR10036470.out	0.079807	3596	1817	Nocardia
ERR10036470.out	0.074237	3345	5073	Penicillium
ERR10036470.out	0.069110	3114	561	Escherichia
ERR10036470.out	0.058790	2649	286	Pseudomonas
ERR10036470.out	0.047338	2133	5820	Plasmodium
ERR10036470.out	0.035620	1605	1386	Bacillus
ERR10036470.out	0.032913	1483	1279	Staphylococcus
ERR10036470.out	0.030005	1352	1716	Corynebacterium
ERR10036470.out	0.029229	1317	2053	Gordonia
ERR10036470.out	0.028652	1291	1350	Enterococcus
ERR10036470.out	0.028496	1284	1813	Amycolatopsis
ERR10036470.out	0.025611	1154	1301	Streptococcus
ERR10036470.out	0.024080	1085	1847	Pseudonocardia
ERR10036470.out	0.023370	1053	590	Salmonella
ERR10036470.out	0.021927	988	1873	Micromonospora
ERR10036470.out	0.021417	965	1663	Arthrobacter
ERR10036470.out	0.021372	963	1988	Actinomadura
ERR10036470.out	0.019663	886	1839	Nocardioides
ERR10036470.out	0.018887	851	1854	Frankia
ERR10036470.out	0.016357	737	570	Klebsiella
ERR10036470.out	0.014958	674	74968	Ferroplasma
ERR10036470.out	0.014759	665	32008	Burkholderia
ERR10036470.out	0.013272	598	1835	Saccharopolyspora
ERR10036470.out	0.012806	577	1707	Cellulomonas
ERR10036470.out	0.012739	574	810	Chlamydia
ERR10036470.out	0.011319	510	4842	Rhizopus
ERR10036470.out	0.011052	498	110932	Leifsonia
ERR10036470.out	0.010497	473	5052	Aspergillus
ERR10036470.out	0.010054	453	33882	Microbacterium
ERR10036470.out	0.009699	437	83681	Nonomuraea
ERR10036470.out	0.009055	408	59613	Skermania
ERR10036470.out	0.008700	392	695999	Actinophytocola
ERR10036470.out	0.007967	359	1578	Lactobacillus
ERR10036470.out	0.007967	359	165301	Lentzea
ERR10036470.out	0.007879	355	194	Campylobacter
ERR10036470.out	0.007723	348	2126281	Mycolicibacillus
ERR10036470.out	0.007546	340	85043	Williamsia
ERR10036470.out	0.007257	327	1747777	Cuniculiplasma
ERR10036470.out	0.007213	325	2529408	Schaalia
ERR10036470.out	0.007013	316	2799491	Antrihabitans
ERR10036470.out	0.006947	313	547	Enterobacter
ERR10036470.out	0.006947	313	53460	Nakamurella
ERR10036470.out	0.006902	311	1912216	Cutibacterium
ERR10036470.out	0.006858	309	1865	Actinoplanes
ERR10036470.out	0.006436	290	43356	Kutzneria
ERR10036470.out	0.006281	283	1860	Geodermatophilus
ERR10036470.out	0.005970	269	390988	Actinocatenispora
ERR10036470.out	0.005837	263	2000	Streptosporangium
ERR10036470.out	0.005748	259	33877	Agromyces
ERR10036470.out	0.005393	243	44249	Paenibacillus
ERR10036470.out	0.005371	242	117156	Actinopolymorpha
ERR10036470.out	0.005349	241	1177	Nostoc
ERR10036470.out	0.005082	229	445	Legionella
ERR10036470.out	0.005082	229	413496	Cronobacter
ERR10036470.out	0.004994	225	71666	Waddlia
ERR10036470.out	0.004949	223	1678	Bifidobacterium
ERR10036470.out	0.004949	223	125216	Roseomonas
ERR10036470.out	0.004927	222	662	Vibrio
ERR10036470.out	0.004927	222	39643	Sorangium
ERR10036470.out	0.004816	217	228398	Streptacidiphilus
ERR10036470.out	0.004794	216	620	Shigella
ERR10036470.out	0.004772	215	2013	Nocardiopsis
ERR10036470.out	0.004461	201	28033	Sulfobacillus
ERR10036470.out	0.004439	200	37914	Dietzia
ERR10036470.out	0.004439	200	39845	Actinokineospora
ERR10036470.out	0.004416	199	38501	Blastococcus
ERR10036470.out	0.004416	199	182639	Kribbella
ERR10036470.out	0.004239	191	1870884	Clostridioides
ERR10036470.out	0.004017	181	191	Azospirillum
ERR10036470.out	0.003995	180	58120	Planotetraspora
ERR10036470.out	0.003973	179	196080	Terasakiella
ERR10036470.out	0.003839	173	2338561	Pelagivirga
ERR10036470.out	0.003706	167	28443	Herbidospora
ERR10036470.out	0.003684	166	741759	Tomitella
ERR10036470.out	0.003618	163	2040	Aeromicrobium
ERR10036470.out	0.003573	161	119977	Acidithiobacillus
ERR10036470.out	0.003529	159	13687	Sphingomonas
ERR10036470.out	0.003507	158	673534	Plantactinospora
ERR10036470.out	0.003484	157	2949	Symbiodinium
ERR10036470.out	0.003440	155	423349	Mucilaginibacter
ERR10036470.out	0.003396	153	171	Leptospira
ERR10036470.out	0.003262	147	68287	Mesorhizobium
ERR10036470.out	0.003262	147	149698	Massilia
ERR10036470.out	0.003240	146	1998	Planomonospora
ERR10036470.out	0.003240	146	142577	Prauserella
ERR10036470.out	0.003218	145	47420	Hydrogenophaga
ERR10036470.out	0.003218	145	1255275	Oceanotoga
ERR10036470.out	0.003196	144	1995	Microtetraspora
ERR10036470.out	0.003196	144	72763	Tessaracoccus
ERR10036470.out	0.003129	141	2060	Tsukamurella
ERR10036470.out	0.003085	139	596707	Sinomonas
ERR10036470.out	0.003040	137	40463	Peniophora
ERR10036470.out	0.003040	137	507753	Acidiplasma
ERR10036470.out	0.003018	136	40323	Stenotrophomonas
ERR10036470.out	0.002863	129	544	Citrobacter
ERR10036470.out	0.002819	127	724	Haemophilus
ERR10036470.out	0.002796	126	235888	Salinibacterium
ERR10036470.out	0.002752	124	69578	Cryobacterium
ERR10036470.out	0.002708	122	2600304	Baekduia
ERR10036470.out	0.002663	120	28209	Chelatococcus
ERR10036470.out	0.002508	113	100048	Trematosphaeria
ERR10036470.out	0.002486	112	5712	Bodo
ERR10036470.out	0.002441	110	374	Bradyrhizobium
ERR10036470.out	0.002441	110	99479	Tetrasphaera
ERR10036470.out	0.002419	109	2767345	Jongsikchunia
ERR10036470.out	0.002397	108	379	Rhizobium
ERR10036470.out	0.002397	108	2063	Kitasatospora
ERR10036470.out	0.002352	106	86671	Roseospira
ERR10036470.out	0.002330	105	2662170	Gandjariella
ERR10036470.out	0.002308	104	642	Aeromonas
ERR10036470.out	0.002286	103	321315	Sphaerisporangium
ERR10036470.out	0.002264	102	1637	Listeria
ERR10036470.out	0.002264	102	245876	Nitratireductor
ERR10036470.out	0.002264	102	1742993	Pseudarthrobacter
ERR10036470.out	0.002242	101	186650	Microvirga
ERR10036470.out	0.002197	99	2172	Methanobrevibacter
ERR10036470.out	0.002175	98	1398561	Wangella
ERR10036470.out	0.002153	97	90974	Acrocarpospora
ERR10036470.out	0.002131	96	32	Myxococcus
ERR10036470.out	0.002131	96	402649	Actinomycetospora
ERR10036470.out	0.002108	95	245561	Acidomyces
ERR10036470.out	0.002108	95	469322	Steroidobacter
ERR10036470.out	0.002108	95	1425377	Haloechinothrix
ERR10036470.out	0.002108	95	2793122	Vallicoccus
ERR10036470.out	0.002086	94	265	Paracoccus
ERR10036470.out	0.001997	90	475	Moraxella
ERR10036470.out	0.001953	88	2019	Thermomonospora
ERR10036470.out	0.001886	85	34072	Variovorax
ERR10036470.out	0.001864	84	104204	Streptomonospora
ERR10036470.out	0.001820	82	2071	Saccharothrix
ERR10036470.out	0.001820	82	154116	Georgenia
ERR10036470.out	0.001753	79	29832	Hanseniaspora
ERR10036470.out	0.001731	78	283	Comamonas
ERR10036470.out	0.001731	78	1073	Rhodopseudomonas
ERR10036470.out	0.001731	78	55193	Malassezia
ERR10036470.out	0.001731	78	690086	Salinarimonas
ERR10036470.out	0.001709	77	2302	Thermoplasma
ERR10036470.out	0.001709	77	33886	Rathayibacter
ERR10036470.out	0.001687	76	2136118	Candidatus Sulfopaludibacter
ERR10036470.out	0.001665	75	12960	Azoarcus
ERR10036470.out	0.001642	74	209	Helicobacter
ERR10036470.out	0.001642	74	626119	Ruania
ERR10036470.out	0.001642	74	1679449	Pseudooceanicola
ERR10036470.out	0.001620	73	1654	Actinomyces
ERR10036470.out	0.001598	72	262	Francisella
ERR10036470.out	0.001598	72	397864	Barnesiella
ERR10036470.out	0.001576	71	670486	Dehalogenimonas
ERR10036470.out	0.001576	71	1653176	Cereibacter
ERR10036470.out	0.001554	70	168934	Thalassospira
ERR10036470.out	0.001531	69	53370	Pilimelia
ERR10036470.out	0.001531	69	53457	Janibacter
ERR10036470.out	0.001509	68	270	Thermus
ERR10036470.out	0.001509	68	445219	Reyranella
ERR10036470.out	0.001509	68	1912215	Acidipropionibacterium
ERR10036470.out	0.001487	67	196081	Scardovia
ERR10036470.out	0.001487	67	254250	Isoptericola
ERR10036470.out	0.001487	67	1096776	Flexivirga
ERR10036470.out	0.001465	66	2675234	Alkalihalobacillus
ERR10036470.out	0.001443	65	93217	Pandoraea
ERR10036470.out	0.001420	64	120831	Dyadobacter
ERR10036470.out	0.001398	63	1851	Saccharomonospora
ERR10036470.out	0.001398	63	1229970	Glaciimonas
ERR10036470.out	0.001398	63	2040262	Allobranchiibius
ERR10036470.out	0.001376	62	33981	Kineococcus
ERR10036470.out	0.001376	62	106589	Cupriavidus
ERR10036470.out	0.001376	62	1920515	Actinocrinis
ERR10036470.out	0.001376	62	1970195	Ancylomarina
ERR10036470.out	0.001354	61	170610	Halomicronema
ERR10036470.out	0.001354	61	2767323	Buchananella
ERR10036470.out	0.001332	60	1849	Actinopolyspora
ERR10036470.out	0.001332	60	57494	Nesterenkonia
ERR10036470.out	0.001332	60	166953	Kaistia
ERR10036470.out	0.001309	59	253183	Myceligenerans
ERR10036470.out	0.001309	59	908626	Angustibacter
ERR10036470.out	0.001309	59	1926259	Pseudactinotalea
ERR10036470.out	0.001287	58	81	Hyphomicrobium
ERR10036470.out	0.001265	57	45234	Cordyceps
ERR10036470.out	0.001265	57	64895	Borreliella
ERR10036470.out	0.001243	56	1742990	Paeniglutamicibacter
ERR10036470.out	0.001221	55	482	Neisseria
ERR10036470.out	0.001221	55	1243	Leuconostoc
ERR10036470.out	0.001221	55	2005	Microbispora
ERR10036470.out	0.001221	55	48073	Microbulbifer
ERR10036470.out	0.001221	55	53335	Pantoea
