contig	Sample_ERR10036468	Sample_ERR10036469	Sample_ERR10036470
c_000000002249	0	3.72181146025878	0
c_000000002250	7.80073126142596	0	0
c_000000002258	871.9611216623841	1324.1064685509998	190.0993185118981
c_000000002275	15.258928571428571	0	0
c_000000002278	0.7944066515495087	5.575963718820861	0
c_000000002295	5.530612244897959	24.594603943272226	0
c_000000002313	12.718454258675079	0	0
c_000000002319	3.459111397295557	2.5280103026400513	0
c_000000002333	5.188424273329933	5.031871494135645	0
c_000000002345	124.11187130177515	347.6205621301775	0
c_000000002346	8.73752430330525	239.4342190537913	0
c_000000002362	15.074684772065956	217.78758486905917	0
c_000000002365	1.1379196840026333	3.379855167873601	0
c_000000002396	26.13658536585366	90.61219512195122	0
c_000000002406	1.1897570584372947	8.607353906762969	0
c_000000002422	3.7063636363636365	98.22727272727273	0
c_000000002423	8.220668220668221	0	0
c_000000002425	10.983757062146893	0.10663841807909605	0
c_000000002429	5.273574386747372	11.620739088881809	0
c_000000002431	12.926379279758738	0	0
c_000000002436	9.579668348954579	207.20692141312185	0
c_000000002440	4.705835331734613	183.0871302957634	0
c_000000002464	12.143726235741445	0.11482889733840304	0
c_000000002467	128.2881537390932	173.20178255982015	18.08382848883893
c_000000002469	14.152198005171776	0.19504987070557814	0
c_000000002470	7.285831960461285	0	0.2471169686985173
c_000000002472	0.30628803245436104	7.978025693035835	0
c_000000002474	9.859628770301624	0	0
c_000000002476	596.3968369576527	876.2362917490376	113.61949849131204
c_000000002479	7.32620320855615	0	0.16007130124777183
c_000000002494	0.699559879545981	6.753995830437804	0
c_000000002520	52.1286277319957	1917.8839125761376	0
c_000000002523	4122.658293998651	6613.6872892784895	0.10114632501685772
c_000000002536	13.208301306687163	53.488854727132974	0
c_000000002538	1.8138138138138138	8.014264264264265	0
c_000000002539	28.380451127819548	0.11353383458646617	0.6766917293233082
c_000000002547	2.0493522516964835	15.531153608883406	0
c_000000002566	9.292695743562795	0	0
c_000000002573	7.9882301656495205	0	0
c_000000002577	3.6076915896574255	64.66914963128909	0
c_000000002581	7.57921146953405	0	0
c_000000002586	5.193489392831017	84.54517190929042	0.1645940014630578
c_000000002590	0.5704263356718834	6.03291958985429	0
c_000000002595	24.828629032258064	22.56703629032258	0
c_000000002596	50.60311284046693	1892.7369649805448	0
c_000000002598	0.178733478003551	13.386664036299074	0
c_000000002599	8.557073466909532	0.09168184578020644	0
c_000000002607	599.2197244379986	124.12448634276045	0
c_000000002617	8.746197718631178	0.2870722433460076	0
c_000000002641	96.09500901984366	263.65484064942876	0
c_000000002667	3.8906795594950307	66.98388396454472	0
c_000000002681	14.659050230397197	71.54430861799764	0
c_000000002689	1.4878472222222223	9.29861111111111	0
c_000000002696	0.2059674227431877	11.542700563251637	0
c_000000002740	12.222862632084533	0	0
c_000000002743	37.19165659008464	1181.5773881499395	0
c_000000002769	10.509061619009263	0	0
c_000000002783	6.073878627968337	0	0
c_000000002786	13.144170949418447	0	0
c_000000002812	10.678905438171112	0	0
c_000000002818	20.65394330620264	0	0
c_000000002829	11.16718695802983	0	0
c_000000002877	2.3080032336297496	1.8310428455941794	0
c_000000002881	12.199557630867535	0	0
c_000000002905	4.179589296826385	11.987181082762913	0
c_000000002912	4.8427710843373495	197.46910499139415	0
c_000000002937	14.476257973068746	506.2388377037562	0
c_000000002967	4.298165137614679	56.464970809007504	0
c_000000003002	1.1015413578068007	5.023767502059066	0
c_000000003010	2.3107672469374596	9.12314635718891	0
c_000000003028	8.293808630393997	29.137711069418387	0
c_000000003033	57.21522282382341	1942.3391295293627	0
c_000000003050	19.383610451306414	811.6594418052257	0
c_000000003060	13.788502484031229	0.07144546960018926	0
c_000000003094	0.6050756901157613	39.93143365983971	0
c_000000003096	0.07451270663705897	8.218850234394276	0
c_000000003103	1.5289296046287368	12.101735776277724	0
c_000000003109	6.330427892234549	0	0
c_000000003120	12.180536912751679	0	0
c_000000003133	0.49584063047285465	17.65674255691769	0
